id,features
436,"[0.042726512998342514, -0.2170736938714981, 0.7386623620986938, -0.6636766195297241, -0.19109994173049927, 0.15208850800991058, 0.3154010772705078, -0.5978331565856934, -0.3770199120044708, 0.17412036657333374, 0.28188470005989075, 0.14047041535377502, 0.0723305195569992, 0.058207638561725616, -0.04410839080810547, -0.29880043864250183, -0.03473663702607155, 0.18823818862438202, 0.05625772103667259, -0.10695026069879532, -0.0844307616353035, 0.3395323157310486, 0.2287365049123764, -0.9218927621841431, 0.6719231009483337]"
446,"[0.1639707237482071, -0.5551630854606628, 0.6752020120620728, -0.35334858298301697, 0.014157618395984173, 0.4821832776069641, 0.599774181842804, -0.42854535579681396, -0.1003173440694809, -0.33820730447769165, 0.40978020429611206, -0.014209696091711521, 0.32334938645362854, 0.14254343509674072, -0.09409280121326447, -0.13177554309368134, -0.4578210711479187, 0.11936841905117035, 0.1579076647758484, -0.08261667191982269, 0.48659926652908325, 0.29969868063926697, -0.005143464542925358, -1.020444393157959, 0.3136638402938843]"
456,"[-0.16672620177268982, -0.4295393228530884, 1.1938114166259766, -0.6962437033653259, 0.5395861864089966, 0.108409583568573, 0.2836180627346039, -0.481876403093338, 0.008662457577884197, -0.08895086497068405, 0.2547621726989746, -0.22409474849700928, -0.07802208513021469, -0.12116912007331848, -0.1512271761894226, 0.10718200355768204, -0.20797637104988098, 0.28036871552467346, -0.07479888200759888, 0.03912349417805672, 0.09781081974506378, 0.6321793794631958, -0.0854799747467041, -1.0833704471588135, 0.9040314555168152]"
466,"[-0.17792123556137085, -0.2733429968357086, 0.6642531752586365, -0.5387476086616516, 0.42477962374687195, -0.034812044352293015, 0.46138426661491394, -0.20672205090522766, -0.3651052713394165, 0.35053297877311707, 0.7150867581367493, 0.2360343486070633, -0.1439061015844345, -0.10266300290822983, -0.4374336302280426, 0.571248471736908, 0.12493302673101425, -0.3315737247467041, -0.19542692601680756, 0.3729366958141327, 0.45439672470092773, 0.6529361605644226, 0.40520575642585754, -0.6432523727416992, 0.5337493419647217]"
476,"[0.36293765902519226, -0.6328651309013367, 0.5682821273803711, -0.6734665632247925, -0.004583869129419327, 0.16292960941791534, 0.6737274527549744, -0.5427505373954773, -0.31928780674934387, 0.18660441040992737, 0.2742306888103485, 0.3206571042537689, 0.07218519598245621, 0.10297422856092453, -0.21666589379310608, 0.0476030595600605, -0.13519282639026642, 0.2314746081829071, 0.06337281316518784, 0.10809047520160675, -0.34349340200424194, 0.27056482434272766, 0.10773138701915741, -0.8364976048469543, 0.7588981986045837]"
486,"[0.527021586894989, -0.2907616198062897, 1.1192257404327393, -0.6420069932937622, -0.2152416855096817, -0.1367628425359726, 0.3408466875553131, -0.8104777336120605, -0.4952468276023865, -0.01146304327994585, 0.4723500609397888, 0.3045167624950409, -0.10989749431610107, 0.05252250283956528, 0.03232816606760025, 0.17754638195037842, 0.10421866178512573, 0.15650855004787445, 0.34615716338157654, -0.19773633778095245, -0.07795125991106033, 0.510191023349762, 0.2686997950077057, -0.3185502290725708, 1.149375319480896]"
496,"[-0.09919857978820801, -0.8856775164604187, 0.07754838466644287, -0.7951259016990662, 0.19247153401374817, 0.536289632320404, 0.2278997153043747, -0.11350138485431671, -0.6705935597419739, -0.18699303269386292, 0.5507087111473083, -0.10933735966682434, 0.5014685988426208, -0.20259030163288116, -0.2869683802127838, 0.6522852778434753, -0.1382647454738617, -0.2407984733581543, -0.14465893805027008, 0.08571937680244446, -0.06219653785228729, 0.3382558524608612, -0.2993674576282501, -0.25816941261291504, 0.5372297763824463]"
506,"[-0.13335150480270386, -0.5758664608001709, 0.647196352481842, -0.6019299626350403, 0.41019687056541443, 0.6473175287246704, 0.41660475730895996, -0.601035475730896, -0.3320543169975281, -0.7927341461181641, 0.30918917059898376, 0.021326184272766113, 0.454447478055954, 0.18562547862529755, 0.12244691699743271, 0.4430702030658722, -0.9696945548057556, -0.21097850799560547, -0.10599953681230545, 0.28363868594169617, 0.3890359103679657, 0.05509299784898758, 0.20313729345798492, 0.055554356426000595, 0.539303183555603]"
516,"[0.18618522584438324, -0.5129854083061218, 0.9530029296875, -0.7471545934677124, 0.1463111788034439, 0.4357786476612091, 0.4022830128669739, -0.686185896396637, -0.4517643451690674, 0.25653401017189026, 0.11427627503871918, 0.07404249906539917, -0.4158380925655365, 0.010643178597092628, -0.27129536867141724, 0.0407380536198616, 0.023135865107178688, -0.19141924381256104, -0.3572207987308502, -0.19643068313598633, -0.235402911901474, 0.13384975492954254, -0.1558944433927536, -0.5129020810127258, 0.6218287348747253]"
526,"[0.23595508933067322, -0.6783793568611145, 0.4380386471748352, -0.5996740460395813, 0.34324532747268677, 0.30605196952819824, 0.7720129489898682, -0.7280084490776062, -0.5550163388252258, -0.035051874816417694, 0.3836759030818939, 0.3450470268726349, -0.2165156453847885, 0.1488751769065857, 0.05107564851641655, 0.2157931625843048, -0.1409308910369873, -0.29972296953201294, -0.40308669209480286, -0.004991027992218733, 0.31326034665107727, -0.07353346049785614, 0.26893290877342224, -0.5600184798240662, 0.6202439665794373]"
536,"[-0.451463907957077, -0.5704799890518188, 0.6858581900596619, -0.9481825828552246, -0.26001328229904175, -0.18396949768066406, 0.29619887471199036, -0.31660324335098267, -0.8872180581092834, 0.18274137377738953, 0.7708841562271118, 0.6435219645500183, 0.49583569169044495, -0.3340601623058319, 0.6493593454360962, 0.2949872612953186, -0.26736098527908325, 0.8822118043899536, -0.08265992999076843, -0.10479529947042465, 0.02333260513842106, 0.4849935472011566, 0.24806490540504456, -0.5074408054351807, -0.05875299870967865]"
546,"[-0.028700144961476326, -0.044792450964450836, 0.790647029876709, -0.33172956109046936, 0.21883971989154816, 0.16866083443164825, 0.07585235685110092, -0.2661456763744354, -0.36982622742652893, 0.5201409459114075, 0.5124650001525879, 0.24864700436592102, -1.0098611116409302, -0.024885298684239388, -0.5840062499046326, -0.10051969438791275, -0.15132856369018555, -0.48582038283348083, 0.020002394914627075, -0.6778170466423035, 0.48850467801094055, 0.708187997341156, 0.5325843691825867, -0.07132788002490997, 0.8551474213600159]"
556,"[0.4500454366207123, -0.5650849342346191, 0.6772060394287109, -0.33521971106529236, 0.19640010595321655, 0.038254182785749435, 0.43726181983947754, -0.5087440609931946, -0.40130361914634705, 0.010163265280425549, 0.45292767882347107, 0.33756786584854126, 0.029642971232533455, 0.5435149669647217, -0.29756614565849304, 0.216362863779068, 0.22272536158561707, -0.17254172265529633, -0.12553717195987701, 0.29140082001686096, 0.21718430519104004, 0.28288930654525757, 0.22220741212368011, -0.47687727212905884, 1.2952884435653687]"
566,"[-0.39266446232795715, -0.7989442348480225, 0.7009736895561218, -0.27117931842803955, 0.06059177592396736, 0.4150867462158203, 0.549889862537384, -0.4361739158630371, -0.22259601950645447, -0.0748801976442337, 0.5144672393798828, 0.03211451694369316, 0.3321932852268219, -0.09225653111934662, -0.24808460474014282, 0.4186980128288269, -0.15844844281673431, 0.5965027213096619, 0.00900986511260271, -0.4222557246685028, 0.17934295535087585, 0.4282454252243042, 0.18740764260292053, -0.8133007287979126, 0.45114558935165405]"
576,"[0.07236483693122864, -0.16250696778297424, 0.24002546072006226, -0.5314847826957703, -0.44350796937942505, -0.11196817457675934, 0.8600195646286011, -0.3512299358844757, -1.0809006690979004, -0.1340065747499466, 0.530167281627655, 0.11191393435001373, 0.7683019042015076, 0.016201646998524666, 0.26220080256462097, 0.3197677433490753, 0.08564238995313644, -0.546349287033081, -0.2921426296234131, -0.5313546061515808, 0.46860265731811523, 0.5742059350013733, 0.16626502573490143, 0.22250157594680786, 0.5036398768424988]"
586,"[0.257183313369751, -0.24547965824604034, 0.9490311145782471, -0.5122814178466797, 0.12423785775899887, 0.07471521943807602, 0.43098488450050354, -0.5494502186775208, -0.2742689847946167, 0.36528316140174866, 0.7068877220153809, 0.32420414686203003, 0.3173726201057434, 0.24837364256381989, -0.12607774138450623, 0.5233379602432251, 0.5269654989242554, -0.12913110852241516, -0.2935420274734497, 0.031103136017918587, 0.2979852855205536, 0.7956970930099487, 0.10479842871427536, -0.418575644493103, 0.9759120941162109]"
596,"[0.07495754212141037, -0.49385392665863037, 0.6834333539009094, -0.4758596122264862, -0.05430725961923599, 0.3479538857936859, 0.3472324013710022, -0.46238693594932556, -0.4575129747390747, -0.12331363558769226, 0.6546583771705627, 0.45784950256347656, 0.06729061901569366, 0.3367927670478821, -0.2627722918987274, 0.222626194357872, -0.07867849618196487, -0.15913404524326324, -0.3701340854167938, 0.2181178331375122, 0.2262277454137802, 0.30516090989112854, 0.005046663340181112, -0.29720860719680786, 0.6709027290344238]"
606,"[0.007745029870420694, -0.7849957346916199, 0.5352448225021362, -0.6177448034286499, 0.2601669728755951, 0.23792238533496857, 0.6684696674346924, -0.6460787653923035, -0.5529423952102661, -0.022458063438534737, 0.5504767894744873, 0.04553140327334404, 0.3888487219810486, 0.09590963274240494, -0.17362181842327118, -0.004202113952487707, 0.03099747560918331, -0.061147965490818024, -0.12598629295825958, 0.06670230627059937, 0.04360867291688919, 0.04586443305015564, -0.22262011468410492, -0.3229074776172638, 0.6787971258163452]"
8,"[-0.4253113865852356, -0.7698841691017151, 0.5070999264717102, -0.8295769691467285, 0.14000515639781952, 0.15813547372817993, 0.44805803894996643, -0.15546658635139465, -0.23104938864707947, 0.13012641668319702, 0.6758939027786255, 0.2157956063747406, -0.22573858499526978, -0.07904014736413956, -0.411137193441391, -0.16054435074329376, -0.43994051218032837, -0.0846903920173645, 0.049315910786390305, -0.25489822030067444, -0.12167921662330627, 0.4582250714302063, 0.26770922541618347, -0.9751768708229065, 0.4854194223880768]"
18,"[0.18388280272483826, -0.5736575722694397, 0.6069605946540833, -0.7412818670272827, 0.23496009409427643, 0.3382677137851715, 0.43873319029808044, -0.41182535886764526, -0.46883779764175415, -0.044806502759456635, 0.5299322009086609, 0.21460527181625366, 0.1813606470823288, 0.19721074402332306, -0.2685324549674988, 0.11539177596569061, -0.06652361899614334, -0.1719638556241989, 0.06186242029070854, -0.02168048545718193, 0.19325847923755646, 0.3294956386089325, 0.1224721297621727, -0.5368958115577698, 0.6534602046012878]"
28,"[0.21746264398097992, -0.4736829698085785, 0.6502889394760132, -0.45270130038261414, 0.0073534175753593445, 0.4499344527721405, 0.11939764022827148, -0.5764524340629578, -0.2514520585536957, -0.014348327182233334, 0.6085425615310669, -0.07674599438905716, 0.24235416948795319, 0.1587662696838379, -0.04984811320900917, 0.5651186108589172, -0.35998812317848206, -0.2477528601884842, 0.20282140374183655, -0.1648034006357193, -0.1573619693517685, 0.3429126441478729, 0.10140610486268997, -0.08778254687786102, 0.6133808493614197]"
38,"[0.2910962402820587, -0.24407106637954712, 0.2070458084344864, -0.7226282358169556, -0.0027329963631927967, 0.49206241965293884, 0.30503955483436584, -0.7933567762374878, -0.21405820548534393, 0.24415984749794006, 0.310484915971756, 0.5932247042655945, 0.23816537857055664, -0.05848323926329613, -0.19201156497001648, -0.03259284421801567, -0.20112113654613495, 0.5281856656074524, 0.42139846086502075, -0.06455937027931213, 0.1557190865278244, 0.37440887093544006, -0.06230175867676735, -0.8261658549308777, 0.6464868783950806]"
48,"[-0.12415388971567154, -0.5390715003013611, 0.9697868227958679, -0.3205162286758423, -0.03863932937383652, 0.1889771819114685, 0.40954986214637756, -0.5495981574058533, -0.26475560665130615, 0.18999473750591278, 0.46836134791374207, 0.12287955731153488, 0.15207940340042114, -0.06603243947029114, -0.023543110117316246, 0.19671373069286346, 0.34721118211746216, -0.0291295126080513, -0.3004129230976105, 0.14677409827709198, 0.3020472824573517, 0.4911439120769501, 0.6224302053451538, -0.7197426557540894, 1.0997432470321655]"
58,"[0.238180473446846, -0.5308331251144409, 1.0437510013580322, -0.5565154552459717, -0.25547951459884644, -0.16904939711093903, 0.5268080234527588, -0.6627964377403259, -0.5593427419662476, 0.003456994192674756, 0.5643681883811951, 0.5062520503997803, 0.42558375000953674, 0.04272349551320076, -0.014111354947090149, -0.00888187624514103, -0.03816923499107361, 0.041684430092573166, 0.3157670199871063, 0.4623563587665558, 0.0031409491784870625, 0.6129095554351807, -0.17380063235759735, -0.37746915221214294, 0.7626433372497559]"
68,"[0.12579910457134247, -0.7504926323890686, 0.7601911425590515, -0.40698936581611633, 0.14613932371139526, -0.06291395425796509, 0.2037028670310974, -0.13884402811527252, -0.035204604268074036, 0.20449283719062805, 0.3573908507823944, 0.21887242794036865, -0.1038690134882927, -0.21153059601783752, -0.15284305810928345, 0.6561362743377686, -0.323681503534317, 0.17633211612701416, -0.10359609872102737, 0.31087541580200195, 0.28531861305236816, 0.6613311767578125, 0.06508944183588028, -0.15674330294132233, 1.024690866470337]"
78,"[0.5045028328895569, -0.040971457958221436, 0.4199090003967285, -0.8018888235092163, 0.1136414036154747, 0.43335264921188354, 0.22144947946071625, -0.19740551710128784, -0.12498057633638382, -0.06784166395664215, 0.044430140405893326, 0.3626156151294708, -0.5167973637580872, 0.11491508036851883, -0.7580162286758423, 0.5574858784675598, 0.03936801850795746, 0.10007612407207489, 0.3006253242492676, -0.24900418519973755, 0.2229744791984558, 0.7016404271125793, 0.0986846536397934, -0.5448477268218994, 0.8851231932640076]"
88,"[-0.040995076298713684, -0.6143994927406311, 0.4218865931034088, -0.7105205655097961, 0.15518763661384583, 0.42113324999809265, 0.6459147930145264, -0.4290871024131775, -0.5425369739532471, -0.18587058782577515, 0.6377070546150208, 0.4425930082798004, 0.3331942558288574, 0.008540910668671131, -0.29691705107688904, 0.32307669520378113, 0.19840776920318604, -0.23496891558170319, 0.14534813165664673, -0.16153179109096527, 0.03097289614379406, 0.45099979639053345, 0.004149521701037884, -0.44350677728652954, 0.7146638631820679]"
98,"[0.22010771930217743, -0.8082837462425232, 0.7844388484954834, -0.9685247540473938, 0.1806630790233612, 0.001022831303998828, 0.35035327076911926, -0.5100446939468384, -0.3314054012298584, -0.40524670481681824, -0.08357332646846771, -0.07653598487377167, 0.6879139542579651, -0.28057464957237244, -0.13889820873737335, 0.025057900696992874, -0.13536061346530914, -0.14271040260791779, -0.30568253993988037, 0.2023436278104782, 0.6261743903160095, 0.4793383479118347, 0.13050560653209686, -0.5962033867835999, 0.7397024035453796]"
108,"[0.21772290766239166, -0.5169888734817505, 0.8288267254829407, -0.7440935969352722, 0.22090944647789001, 0.20511172711849213, 1.117515206336975, -0.8693245649337769, -0.518563985824585, -0.25597792863845825, -0.07276131212711334, -0.04791665077209473, 0.004112742375582457, 0.22020623087882996, -0.11118149757385254, -0.09060169756412506, -0.25013238191604614, -0.5374292135238647, -0.07389692962169647, 0.02870071679353714, -0.021585583686828613, 0.6651176810264587, 0.17201083898544312, 0.014866845682263374, 0.777875542640686]"
118,"[0.23902124166488647, -0.5950072407722473, 0.7654402256011963, -0.7168274521827698, 0.2031135857105255, 0.9052120447158813, 0.4795691668987274, -0.000626802968326956, -0.16655705869197845, -0.23564116656780243, 0.4876502752304077, 0.2416130155324936, -0.19717982411384583, 0.1914638876914978, -0.2773083746433258, -0.04929988458752632, -0.11457877606153488, -0.14496757090091705, 0.08996488898992538, -0.30187976360321045, 0.028322553262114525, 0.3683297038078308, 0.08864704519510269, -0.4371396601200104, 0.6381250023841858]"
128,"[-0.12923133373260498, -0.569835364818573, 0.39375022053718567, -0.5890156626701355, 0.10101350396871567, 0.06784984469413757, 0.2942863702774048, -0.8158655166625977, -0.5702435374259949, -0.2170535922050476, 0.7757948637008667, 0.16129043698310852, 0.3395451009273529, -0.12596862018108368, 0.06091165170073509, 0.12745128571987152, -0.21919956803321838, 0.07211672514677048, -0.05373920872807503, 0.11841583251953125, -0.20266543328762054, 0.22158081829547882, 0.15690968930721283, -0.9346016645431519, 0.7452206611633301]"
